key,mol_id,en_id
CHEMBL1201112::en4_A12:R;A14:R;A17:S;A19:S,CHEMBL1201112,4
CHEMBL1201116::en0_A4:R;A5:R;A9:S;A23:R,CHEMBL1201116,0
CHEMBL1201116::en1_A4:S;A5:R;A9:S;A23:R,CHEMBL1201116,1
CHEMBL1201116::en2_A4:R;A5:S;A9:S;A23:R,CHEMBL1201116,2
CHEMBL1201116::en3_A4:S;A5:S;A9:S;A23:R,CHEMBL1201116,3
CHEMBL1201116::en4_A4:R;A5:R;A9:R;A23:R,CHEMBL1201116,4
CHEMBL1201134::en0_A7:S;A11:S;A12:S;A16:R,CHEMBL1201134,0
CHEMBL1201134::en1_A7:R;A11:S;A12:S;A16:R,CHEMBL1201134,1
CHEMBL1201134::en2_A7:S;A11:R;A12:S;A16:R,CHEMBL1201134,2
CHEMBL1201134::en3_A7:R;A11:R;A12:S;A16:R,CHEMBL1201134,3
CHEMBL1201134::en4_A7:S;A11:S;A12:R;A16:R,CHEMBL1201134,4
CHEMBL1201139::en0_A4:R;A10:R;A11:R;A21:R;A23:R;A26:S,CHEMBL1201139,0
CHEMBL1201139::en1_A4:S;A10:R;A11:R;A21:R;A23:R;A26:S,CHEMBL1201139,1
CHEMBL1201139::en2_A4:R;A10:S;A11:R;A21:R;A23:R;A26:S,CHEMBL1201139,2
CHEMBL1201139::en3_A4:S;A10:S;A11:R;A21:R;A23:R;A26:S,CHEMBL1201139,3
CHEMBL1201139::en4_A4:R;A10:R;A11:S;A21:R;A23:R;A26:S,CHEMBL1201139,4
CHEMBL1201146::en0_A2:R;A9:R;A10:R;A19:R;A20:R;A23:S,CHEMBL1201146,0
CHEMBL1201146::en1_A2:S;A9:R;A10:R;A19:R;A20:R;A23:S,CHEMBL1201146,1
CHEMBL1201146::en2_A2:R;A9:S;A10:R;A19:R;A20:R;A23:S,CHEMBL1201146,2
CHEMBL1201146::en3_A2:S;A9:S;A10:R;A19:R;A20:R;A23:S,CHEMBL1201146,3
CHEMBL1201146::en4_A2:R;A9:R;A10:S;A19:R;A20:R;A23:S,CHEMBL1201146,4
CHEMBL1201148::en0_A1:R;A3:R;A4:S;A13:R;A15:R;A19:S;A21:S,CHEMBL1201148,0
CHEMBL1201148::en1_A1:S;A3:R;A4:S;A13:R;A15:R;A19:S;A21:S,CHEMBL1201148,1
CHEMBL1201148::en2_A1:R;A3:S;A4:S;A13:R;A15:R;A19:S;A21:S,CHEMBL1201148,2
CHEMBL1201148::en3_A1:S;A3:S;A4:S;A13:R;A15:R;A19:S;A21:S,CHEMBL1201148,3
CHEMBL1201148::en4_A1:R;A3:R;A4:R;A13:R;A15:R;A19:S;A21:S,CHEMBL1201148,4
CHEMBL1201151::en0_A2:R;A6:R;A7:R;A18:R;A21:S,CHEMBL1201151,0
CHEMBL1201151::en1_A2:S;A6:R;A7:R;A18:R;A21:S,CHEMBL1201151,1
CHEMBL1201151::en2_A2:R;A6:S;A7:R;A18:R;A21:S,CHEMBL1201151,2
CHEMBL1201151::en3_A2:S;A6:S;A7:R;A18:R;A21:S,CHEMBL1201151,3
CHEMBL1201151::en4_A2:R;A6:R;A7:S;A18:R;A21:S,CHEMBL1201151,4
CHEMBL1201165::en0_A2:R;A6:R;A7:R;A22:R;A25:S,CHEMBL1201165,0
CHEMBL1201165::en1_A2:S;A6:R;A7:R;A22:R;A25:S,CHEMBL1201165,1
CHEMBL1201165::en2_A2:R;A6:S;A7:R;A22:R;A25:S,CHEMBL1201165,2
CHEMBL1201165::en3_A2:S;A6:S;A7:R;A22:R;A25:S,CHEMBL1201165,3
CHEMBL1201165::en4_A2:R;A6:R;A7:S;A22:R;A25:S,CHEMBL1201165,4
CHEMBL1201173::en0_A3:R;A6:R;A7:S;A9:S;A17:R;A19:R;A20:R;A23:S,CHEMBL1201173,0
CHEMBL1201173::en1_A3:S;A6:R;A7:S;A9:S;A17:R;A19:R;A20:R;A23:S,CHEMBL1201173,1
CHEMBL1201173::en2_A3:R;A6:S;A7:S;A9:S;A17:R;A19:R;A20:R;A23:S,CHEMBL1201173,2
CHEMBL1201173::en3_A3:S;A6:S;A7:S;A9:S;A17:R;A19:R;A20:R;A23:S,CHEMBL1201173,3
CHEMBL1201173::en4_A3:R;A6:R;A7:R;A9:S;A17:R;A19:R;A20:R;A23:S,CHEMBL1201173,4
CHEMBL1201182::en0_A2:R;A4:S;A7:S;A9:S;A21:S;A25:S;A26:R;A29:S;A32:S;A42:S;A49:S;A54:S;A56:R;A61:R;A64:R,CHEMBL1201182,0
CHEMBL1201182::en1_A2:S;A4:R;A7:S;A9:R;A21:S;A25:S;A26:S;A29:R;A32:R;A42:R;A49:R;A54:S;A56:R;A61:S;A64:R,CHEMBL1201182,1
CHEMBL1201182::en2_A2:R;A4:S;A7:R;A9:R;A21:S;A25:S;A26:R;A29:R;A32:S;A42:R;A49:S;A54:S;A56:R;A61:S;A64:R,CHEMBL1201182,2
CHEMBL1201182::en3_A2:R;A4:S;A7:S;A9:S;A21:R;A25:S;A26:S;A29:R;A32:R;A42:R;A49:S;A54:S;A56:S;A61:R;A64:R,CHEMBL1201182,3
CHEMBL1201182::en4_A2:S;A4:R;A7:S;A9:R;A21:R;A25:S;A26:S;A29:S;A32:R;A42:S;A49:S;A54:R;A56:R;A61:R;A64:S,CHEMBL1201182,4
CHEMBL1201187::en0_A9:S;A11:S;A14:R;A19:S,CHEMBL1201187,0
CHEMBL1201187::en1_A9:R;A11:S;A14:R;A19:S,CHEMBL1201187,1
CHEMBL1201187::en2_A9:R;A11:S;A14:R;A19:R,CHEMBL1201187,2
CHEMBL1201191::en0_A11:R,CHEMBL1201191,0
CHEMBL1201191::en1_A11:S,CHEMBL1201191,1
CHEMBL1201195::en0_A2:R;A29:R,CHEMBL1201195,0
CHEMBL1201195::en1_A2:S;A29:R,CHEMBL1201195,1
CHEMBL1201195::en2_A2:R;A29:S,CHEMBL1201195,2
CHEMBL1201195::en3_A2:S;A29:S,CHEMBL1201195,3
CHEMBL1201197::en0_A1:S;A6:R;A11:R;A12:S;A39:R,CHEMBL1201197,0
CHEMBL1201197::en1_A1:R;A6:R;A11:R;A12:S;A39:R,CHEMBL1201197,1
CHEMBL1201197::en2_A1:S;A6:S;A11:R;A12:S;A39:R,CHEMBL1201197,2
CHEMBL1201197::en3_A1:R;A6:S;A11:R;A12:S;A39:R,CHEMBL1201197,3
CHEMBL1201197::en4_A1:S;A6:R;A11:S;A12:S;A39:R,CHEMBL1201197,4
CHEMBL1201201::en0_A2:R,CHEMBL1201201,0
CHEMBL1201201::en1_A2:S,CHEMBL1201201,1
CHEMBL1201203::en0_A2:S;A5:R;A7:R,CHEMBL1201203,0
CHEMBL1201203::en1_A2:R;A5:S;A7:S,CHEMBL1201203,1
CHEMBL1201204::en0_A9:S;A13:R;A32:R,CHEMBL1201204,0
CHEMBL1201204::en1_A9:R;A13:R;A32:R,CHEMBL1201204,1
CHEMBL1201204::en2_A9:S;A13:S;A32:R,CHEMBL1201204,2
CHEMBL1201204::en3_A9:R;A13:S;A32:R,CHEMBL1201204,3
CHEMBL1201204::en4_A9:S;A13:R;A32:S,CHEMBL1201204,4
CHEMBL1201206::en0_A4:R;A6:S;A9:R;A10:S;A13:R;A15:R;A17:S;A26:R;A31:R;A34:S,CHEMBL1201206,0
CHEMBL1201206::en1_A4:R;A6:R;A9:R;A10:S;A13:R;A15:R;A17:S;A26:R;A31:R;A34:S,CHEMBL1201206,1
CHEMBL1201206::en2_A4:S;A6:R;A9:R;A10:S;A13:R;A15:R;A17:S;A26:R;A31:R;A34:S,CHEMBL1201206,2
CHEMBL1201207::en0_A1:R;A3:R;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201207,0
CHEMBL1201207::en1_A1:S;A3:R;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201207,1
CHEMBL1201207::en2_A1:R;A3:S;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201207,2
CHEMBL1201207::en3_A1:S;A3:S;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201207,3
CHEMBL1201207::en4_A1:R;A3:R;A4:R;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201207,4
CHEMBL1201218::en0_A16:S;A20:R;A30:S,CHEMBL1201218,0
CHEMBL1201218::en1_A16:R;A20:R;A30:S,CHEMBL1201218,1
CHEMBL1201218::en2_A16:S;A20:S;A30:S,CHEMBL1201218,2
CHEMBL1201218::en3_A16:R;A20:S;A30:S,CHEMBL1201218,3
CHEMBL1201218::en4_A16:S;A20:R;A30:R,CHEMBL1201218,4
CHEMBL1201222::en0_A1:R;A12:R,CHEMBL1201222,0
CHEMBL1201222::en1_A1:S;A12:R,CHEMBL1201222,1
CHEMBL1201222::en2_A1:R;A12:S,CHEMBL1201222,2
CHEMBL1201222::en3_A1:S;A12:S,CHEMBL1201222,3
CHEMBL1201224::en0_A7:R;A26:R,CHEMBL1201224,0
CHEMBL1201224::en1_A7:S;A26:R,CHEMBL1201224,1
CHEMBL1201224::en2_A7:R;A26:S,CHEMBL1201224,2
CHEMBL1201224::en3_A7:S;A26:S,CHEMBL1201224,3
CHEMBL1201224::en4_A7:R;A26:R,CHEMBL1201224,4
CHEMBL1201231::en0_A1:R;A10:S;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL1201231,0
CHEMBL1201231::en1_A1:S;A10:S;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL1201231,1
CHEMBL1201231::en2_A1:R;A10:R;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL1201231,2
CHEMBL1201231::en3_A1:S;A10:R;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL1201231,3
CHEMBL1201231::en4_A1:R;A10:S;A11:R;A12:R;A15:R;A17:R;A20:R,CHEMBL1201231,4
CHEMBL1201233::en0_A5:R,CHEMBL1201233,0
CHEMBL1201233::en1_A5:S,CHEMBL1201233,1
CHEMBL1201236::en0_A1:R,CHEMBL1201236,0
CHEMBL1201236::en1_A1:S,CHEMBL1201236,1
CHEMBL1201237::en0_A6:S,CHEMBL1201237,0
CHEMBL1201237::en1_A6:R,CHEMBL1201237,1
CHEMBL1201244::en0_A4:R;A6:R;A7:R;A10:R;A12:S;A14:R;A22:S;A24:R;A27:S;A29:S,CHEMBL1201244,0
CHEMBL1201244::en1_A4:S;A6:R;A7:R;A10:R;A12:S;A14:R;A22:S;A24:R;A27:S;A29:S,CHEMBL1201244,1
CHEMBL1201244::en2_A4:R;A6:S;A7:R;A10:R;A12:S;A14:R;A22:S;A24:R;A27:S;A29:S,CHEMBL1201244,2
CHEMBL1201244::en3_A4:S;A6:S;A7:R;A10:R;A12:S;A14:R;A22:S;A24:R;A27:S;A29:S,CHEMBL1201244,3
CHEMBL1201244::en4_A4:R;A6:R;A7:S;A10:R;A12:S;A14:R;A22:S;A24:R;A27:S;A29:S,CHEMBL1201244,4
CHEMBL1201251::en0_A11:R,CHEMBL1201251,0
CHEMBL1201251::en1_A11:S,CHEMBL1201251,1
CHEMBL1201263::en0_A12:S;A16:R;A17:S;A26:R;A28:R;A29:R;A32:S,CHEMBL1201263,0
CHEMBL1201263::en1_A12:R;A16:R;A17:S;A26:R;A28:R;A29:R;A32:S,CHEMBL1201263,1
CHEMBL1201263::en2_A12:S;A16:S;A17:S;A26:R;A28:R;A29:R;A32:S,CHEMBL1201263,2
CHEMBL1201263::en3_A12:R;A16:S;A17:S;A26:R;A28:R;A29:R;A32:S,CHEMBL1201263,3
CHEMBL1201263::en4_A12:S;A16:R;A17:R;A26:R;A28:R;A29:R;A32:S,CHEMBL1201263,4
CHEMBL1201265::en0_A1:R;A3:S;A4:S;A5:R;A8:R;A10:R;A13:R;A26:S,CHEMBL1201265,0
CHEMBL1201265::en1_A1:S;A3:S;A4:S;A5:R;A8:R;A10:R;A13:R;A26:S,CHEMBL1201265,1
CHEMBL1201265::en2_A1:R;A3:R;A4:S;A5:R;A8:R;A10:R;A13:R;A26:S,CHEMBL1201265,2
CHEMBL1201265::en3_A1:S;A3:R;A4:S;A5:R;A8:R;A10:R;A13:R;A26:S,CHEMBL1201265,3
CHEMBL1201265::en4_A1:R;A3:S;A4:R;A5:R;A8:R;A10:R;A13:R;A26:S,CHEMBL1201265,4
CHEMBL1201281::en0_A9:S;A16:R,CHEMBL1201281,0
CHEMBL1201281::en1_A9:R;A16:R,CHEMBL1201281,1
CHEMBL1201281::en2_A9:S;A16:S,CHEMBL1201281,2
CHEMBL1201281::en3_A9:R;A16:S,CHEMBL1201281,3
CHEMBL1201284::en0_A1:S,CHEMBL1201284,0
CHEMBL1201284::en1_A1:R,CHEMBL1201284,1
CHEMBL1201289::en0_A18:R;A19:R;A21:S;A23:S;A24:S;A28:S;A30:S;A37:S;A41:R,CHEMBL1201289,0
CHEMBL1201289::en1_A18:S;A19:R;A21:S;A23:S;A24:S;A28:S;A30:S;A37:S;A41:R,CHEMBL1201289,1
CHEMBL1201289::en2_A18:R;A19:S;A21:S;A23:S;A24:S;A28:S;A30:S;A37:S;A41:R,CHEMBL1201289,2
CHEMBL1201289::en3_A18:S;A19:S;A21:S;A23:S;A24:S;A28:S;A30:S;A37:S;A41:R,CHEMBL1201289,3
CHEMBL1201289::en4_A18:R;A19:R;A21:R;A23:S;A24:S;A28:S;A30:S;A37:S;A41:R,CHEMBL1201289,4
CHEMBL1201302::en0_A1:R;A3:R;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201302,0
CHEMBL1201302::en1_A1:S;A3:R;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201302,1
CHEMBL1201302::en2_A1:R;A3:S;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201302,2
CHEMBL1201302::en3_A1:S;A3:S;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201302,3
CHEMBL1201302::en4_A1:R;A3:R;A4:R;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201302,4
CHEMBL1201314::en0_A3:S;A9:S,CHEMBL1201314,0
CHEMBL1201314::en1_A3:R;A9:S,CHEMBL1201314,1
CHEMBL1201314::en2_A3:S;A9:R,CHEMBL1201314,2
CHEMBL1201314::en3_A3:R;A9:R,CHEMBL1201314,3
CHEMBL1201319::en0_A1:S;A3:R,CHEMBL1201319,0
CHEMBL1201319::en1_A1:R;A3:R,CHEMBL1201319,1
CHEMBL1201319::en2_A1:S;A3:S,CHEMBL1201319,2
CHEMBL1201319::en3_A1:R;A3:S,CHEMBL1201319,3
CHEMBL1201352::en0_A4:R;A6:R;A7:R;A10:R;A12:S;A17:R;A25:S;A27:R;A30:S;A32:S,CHEMBL1201352,0
CHEMBL1201352::en1_A4:S;A6:R;A7:R;A10:R;A12:S;A17:R;A25:S;A27:R;A30:S;A32:S,CHEMBL1201352,1
CHEMBL1201352::en2_A4:R;A6:S;A7:R;A10:R;A12:S;A17:R;A25:S;A27:R;A30:S;A32:S,CHEMBL1201352,2
CHEMBL1201352::en3_A4:S;A6:S;A7:R;A10:R;A12:S;A17:R;A25:S;A27:R;A30:S;A32:S,CHEMBL1201352,3
CHEMBL1201352::en4_A4:R;A6:R;A7:S;A10:R;A12:S;A17:R;A25:S;A27:R;A30:S;A32:S,CHEMBL1201352,4
CHEMBL1201356::en0_A2:R;A8:R;A21:S,CHEMBL1201356,0
CHEMBL1201356::en1_A2:S;A8:R;A21:S,CHEMBL1201356,1
CHEMBL1201356::en2_A2:R;A8:S;A21:S,CHEMBL1201356,2
CHEMBL1201356::en3_A2:S;A8:S;A21:S,CHEMBL1201356,3
CHEMBL1201356::en4_A2:R;A8:R;A21:R,CHEMBL1201356,4
CHEMBL1201362::en0_A1:R;A3:R;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201362,0
CHEMBL1201362::en1_A1:S;A3:R;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201362,1
CHEMBL1201362::en2_A1:R;A3:S;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201362,2
CHEMBL1201362::en3_A1:S;A3:S;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201362,3
CHEMBL1201362::en4_A1:R;A3:R;A4:R;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201362,4
CHEMBL1201365::en0_A1:S;A3:R;A18:S;A23:S;A27:S,CHEMBL1201365,0
CHEMBL1201365::en1_A1:R;A3:R;A18:S;A23:S;A27:S,CHEMBL1201365,1
CHEMBL1201365::en2_A1:S;A3:S;A18:S;A23:S;A27:S,CHEMBL1201365,2
CHEMBL1201365::en3_A1:R;A3:S;A18:S;A23:S;A27:S,CHEMBL1201365,3
CHEMBL1201365::en4_A1:S;A3:R;A18:R;A23:S;A27:S,CHEMBL1201365,4
CHEMBL1201369::en0_A9:R;A11:R;A14:S;A18:R;A26:R;A28:S,CHEMBL1201369,0
CHEMBL1201369::en1_A9:S;A11:R;A14:S;A18:R;A26:R;A28:S,CHEMBL1201369,1
CHEMBL1201369::en2_A9:R;A11:S;A14:S;A18:R;A26:R;A28:S,CHEMBL1201369,2
CHEMBL1201369::en3_A9:S;A11:S;A14:S;A18:R;A26:R;A28:S,CHEMBL1201369,3
CHEMBL1201369::en4_A9:R;A11:R;A14:R;A18:R;A26:R;A28:S,CHEMBL1201369,4
CHEMBL1201370::en0_A11:R;A13:R;A16:S;A20:R;A28:S;A30:S,CHEMBL1201370,0
CHEMBL1201370::en1_A11:S;A13:R;A16:S;A20:R;A28:S;A30:S,CHEMBL1201370,1
CHEMBL1201370::en2_A11:R;A13:S;A16:S;A20:R;A28:S;A30:S,CHEMBL1201370,2
CHEMBL1201370::en3_A11:S;A13:S;A16:S;A20:R;A28:S;A30:S,CHEMBL1201370,3
CHEMBL1201370::en4_A11:R;A13:R;A16:R;A20:R;A28:S;A30:S,CHEMBL1201370,4
CHEMBL1201373::en0_A2:S;A7:R;A9:S;A15:S;A17:S;A20:S;A23:S;A29:S,CHEMBL1201373,0
CHEMBL1201373::en1_A2:R;A7:R;A9:S;A15:S;A17:S;A20:S;A23:S;A29:S,CHEMBL1201373,1
CHEMBL1201373::en2_A2:S;A7:S;A9:S;A15:S;A17:S;A20:S;A23:S;A29:S,CHEMBL1201373,2
CHEMBL1201373::en3_A2:R;A7:S;A9:S;A15:S;A17:S;A20:S;A23:S;A29:S,CHEMBL1201373,3
CHEMBL1201373::en4_A2:S;A7:R;A9:R;A15:S;A17:S;A20:S;A23:S;A29:S,CHEMBL1201373,4
CHEMBL1201379::en0_A9:R;A10:S;A13:S;A27:R;A30:S,CHEMBL1201379,0
CHEMBL1201379::en1_A9:S;A10:S;A13:S;A27:R;A30:S,CHEMBL1201379,1
CHEMBL1201379::en2_A9:R;A10:R;A13:S;A27:R;A30:S,CHEMBL1201379,2
CHEMBL1201379::en3_A9:S;A10:R;A13:S;A27:R;A30:S,CHEMBL1201379,3
CHEMBL1201379::en4_A9:R;A10:S;A13:R;A27:R;A30:S,CHEMBL1201379,4
CHEMBL1201383::en0_A5:R;A7:R;A10:S;A14:R;A22:S,CHEMBL1201383,0
CHEMBL1201383::en1_A5:S;A7:R;A10:S;A14:R;A22:S,CHEMBL1201383,1
CHEMBL1201383::en2_A5:R;A7:S;A10:S;A14:R;A22:S,CHEMBL1201383,2
CHEMBL1201383::en3_A5:S;A7:S;A10:S;A14:R;A22:S,CHEMBL1201383,3
CHEMBL1201383::en4_A5:R;A7:R;A10:R;A14:R;A22:S,CHEMBL1201383,4
CHEMBL1201384::en0_A5:S;A8:R;A11:S;A15:R,CHEMBL1201384,0
CHEMBL1201384::en1_A5:R;A8:R;A11:S;A15:R,CHEMBL1201384,1
CHEMBL1201384::en2_A5:S;A8:S;A11:S;A15:R,CHEMBL1201384,2
CHEMBL1201384::en3_A5:R;A8:S;A11:S;A15:R,CHEMBL1201384,3
CHEMBL1201384::en4_A5:S;A8:R;A11:R;A15:R,CHEMBL1201384,4
CHEMBL1201387::en0_A1:S;A3:R;A18:S;A23:S;A28:S,CHEMBL1201387,0
CHEMBL1201387::en1_A1:R;A3:R;A18:S;A23:S;A28:S,CHEMBL1201387,1
CHEMBL1201387::en2_A1:S;A3:S;A18:S;A23:S;A28:S,CHEMBL1201387,2
CHEMBL1201387::en3_A1:R;A3:S;A18:S;A23:S;A28:S,CHEMBL1201387,3
CHEMBL1201387::en4_A1:S;A3:R;A18:R;A23:S;A28:S,CHEMBL1201387,4
CHEMBL1201388::en0_A1:S;A10:R;A11:S;A14:R;A20:R;A23:S;A25:S,CHEMBL1201388,0
CHEMBL1201388::en1_A1:R;A10:R;A11:S;A14:R;A20:R;A23:S;A25:S,CHEMBL1201388,1
CHEMBL1201388::en2_A1:S;A10:S;A11:S;A14:R;A20:R;A23:S;A25:S,CHEMBL1201388,2
CHEMBL1201388::en3_A1:R;A10:S;A11:S;A14:R;A20:R;A23:S;A25:S,CHEMBL1201388,3
CHEMBL1201388::en4_A1:S;A10:R;A11:R;A14:R;A20:R;A23:S;A25:S,CHEMBL1201388,4
CHEMBL1201389::en0_A1:R;A10:S;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL1201389,0
CHEMBL1201389::en1_A1:S;A10:S;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL1201389,1
CHEMBL1201389::en2_A1:R;A10:R;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL1201389,2
CHEMBL1201389::en3_A1:S;A10:R;A11:S;A12:R;A15:R;A17:R;A20:R,CHEMBL1201389,3
CHEMBL1201389::en4_A1:R;A10:S;A11:R;A12:R;A15:R;A17:R;A20:R,CHEMBL1201389,4
CHEMBL1201390::en0_A1:S;A8:R;A11:R;A12:S;A14:S;A16:S;A22:R;A25:S;A27:S,CHEMBL1201390,0
CHEMBL1201390::en1_A1:R;A8:R;A11:R;A12:S;A14:S;A16:S;A22:R;A25:S;A27:S,CHEMBL1201390,1
CHEMBL1201390::en2_A1:S;A8:S;A11:R;A12:S;A14:S;A16:S;A22:R;A25:S;A27:S,CHEMBL1201390,2
CHEMBL1201390::en3_A1:R;A8:S;A11:R;A12:S;A14:S;A16:S;A22:R;A25:S;A27:S,CHEMBL1201390,3
CHEMBL1201390::en4_A1:S;A8:R;A11:S;A12:S;A14:S;A16:S;A22:R;A25:S;A27:S,CHEMBL1201390,4
CHEMBL1201391::en0_A8:R;A10:S;A16:S;A18:S;A21:S;A24:S;A30:S,CHEMBL1201391,0
CHEMBL1201391::en1_A8:S;A10:S;A16:S;A18:S;A21:S;A24:S;A30:S,CHEMBL1201391,1
CHEMBL1201391::en2_A8:R;A10:R;A16:S;A18:S;A21:S;A24:S;A30:S,CHEMBL1201391,2
CHEMBL1201391::en3_A8:S;A10:R;A16:S;A18:S;A21:S;A24:S;A30:S,CHEMBL1201391,3
CHEMBL1201391::en4_A8:R;A10:S;A16:R;A18:S;A21:S;A24:S;A30:S,CHEMBL1201391,4
CHEMBL1201392::en0_A1:R;A3:R;A4:S;A6:S;A14:S;A16:S;A18:R;A21:S;A23:S,CHEMBL1201392,0
CHEMBL1201392::en1_A1:S;A3:R;A4:S;A6:S;A14:S;A16:S;A18:R;A21:S;A23:S,CHEMBL1201392,1
CHEMBL1201392::en2_A1:R;A3:S;A4:S;A6:S;A14:S;A16:S;A18:R;A21:S;A23:S,CHEMBL1201392,2
CHEMBL1201392::en3_A1:S;A3:S;A4:S;A6:S;A14:S;A16:S;A18:R;A21:S;A23:S,CHEMBL1201392,3
CHEMBL1201392::en4_A1:R;A3:R;A4:R;A6:S;A14:S;A16:S;A18:R;A21:S;A23:S,CHEMBL1201392,4
CHEMBL1201395::en0_A9:S;A12:R;A15:S;A19:R,CHEMBL1201395,0
CHEMBL1201395::en1_A9:R;A12:R;A15:S;A19:R,CHEMBL1201395,1
CHEMBL1201395::en2_A9:S;A12:S;A15:S;A19:R,CHEMBL1201395,2
CHEMBL1201395::en3_A9:R;A12:S;A15:S;A19:R,CHEMBL1201395,3
CHEMBL1201395::en4_A9:S;A12:R;A15:R;A19:R,CHEMBL1201395,4
CHEMBL1201397::en0_A2:S;A6:R;A8:S;A10:S;A12:S;A16:R;A18:S;A21:S;A23:R;A25:R;A27:R;A30:S;A34:R;A36:S;A40:R;A42:S;A44:S;A46:R;A48:R,CHEMBL1201397,0
CHEMBL1201397::en1_A2:S;A6:S;A8:S;A10:R;A12:S;A16:S;A18:S;A21:R;A23:S;A25:S;A27:R;A30:S;A34:S;A36:S;A40:R;A42:S;A44:R;A46:S;A48:R,CHEMBL1201397,1
CHEMBL1201397::en2_A2:R;A6:R;A8:R;A10:S;A12:S;A16:S;A18:S;A21:S;A23:S;A25:S;A27:R;A30:R;A34:R;A36:S;A40:S;A42:R;A44:R;A46:R;A48:R,CHEMBL1201397,2
CHEMBL1201397::en3_A2:R;A6:S;A8:S;A10:R;A12:S;A16:S;A18:R;A21:R;A23:S;A25:R;A27:S;A30:R;A34:R;A36:S;A40:R;A42:S;A44:R;A46:R;A48:S,CHEMBL1201397,3
CHEMBL1201397::en4_A2:R;A6:R;A8:R;A10:S;A12:R;A16:R;A18:R;A21:R;A23:R;A25:R;A27:R;A30:S;A34:R;A36:R;A40:S;A42:S;A44:S;A46:R;A48:S,CHEMBL1201397,4
CHEMBL1201398::en0_A7:S;A20:S,CHEMBL1201398,0
CHEMBL1201398::en1_A7:R;A20:S,CHEMBL1201398,1
CHEMBL1201398::en2_A7:S;A20:R,CHEMBL1201398,2
CHEMBL1201398::en3_A7:R;A20:R,CHEMBL1201398,3
CHEMBL1201398::en4_A7:S;A20:S,CHEMBL1201398,4
CHEMBL1201404::en0_A1:R;A3:R;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201404,0
CHEMBL1201404::en1_A1:S;A3:R;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201404,1
CHEMBL1201404::en2_A1:R;A3:S;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201404,2
CHEMBL1201404::en3_A1:S;A3:S;A4:S;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201404,3
CHEMBL1201404::en4_A1:R;A3:R;A4:R;A13:S;A15:S;A17:R;A20:S;A22:S,CHEMBL1201404,4
CHEMBL1201405::en0_A14:S;A17:R;A29:S,CHEMBL1201405,0
CHEMBL1201405::en1_A14:R;A17:R;A29:S,CHEMBL1201405,1
CHEMBL1201405::en2_A14:S;A17:S;A29:S,CHEMBL1201405,2
CHEMBL1201405::en3_A14:R;A17:S;A29:S,CHEMBL1201405,3
CHEMBL1201405::en4_A14:S;A17:R;A29:R,CHEMBL1201405,4
CHEMBL1201406::en0_A2:R;A6:R;A7:R;A12:R;A16:R;A17:R;A20:S,CHEMBL1201406,0
CHEMBL1201406::en1_A2:S;A6:R;A7:R;A12:R;A16:R;A17:R;A20:S,CHEMBL1201406,1
CHEMBL1201406::en2_A2:R;A6:S;A7:R;A12:R;A16:R;A17:R;A20:S,CHEMBL1201406,2
CHEMBL1201406::en3_A2:S;A6:S;A7:R;A12:R;A16:R;A17:R;A20:S,CHEMBL1201406,3
CHEMBL1201406::en4_A2:R;A6:R;A7:S;A12:R;A16:R;A17:R;A20:S,CHEMBL1201406,4
CHEMBL1201407::en0_A11:R;A12:S;A22:R;A25:S,CHEMBL1201407,0
CHEMBL1201407::en1_A11:S;A12:S;A22:R;A25:S,CHEMBL1201407,1
CHEMBL1201407::en2_A11:R;A12:R;A22:R;A25:S,CHEMBL1201407,2
CHEMBL1201407::en3_A11:S;A12:R;A22:R;A25:S,CHEMBL1201407,3
