table,model,metric,variant,paper_value,expected_value,tolerance,notes
3,GemNet,isoR2,v2,,0.012737,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,GemNet,EJS,v2,,0.359672,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,GemNet,EJS_ROCAUC,v2,,0.591777,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,GemNet,KS,v2,,0.159024,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MACE,Spearman,v2,,0.236143,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MACE,Kendall,v2,,0.159639,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MACE,CKA,v2,,0.175913,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MACE,isoR2,v2,,0.083043,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MACE,EJS,v2,,0.583026,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MACE,EJS_ROCAUC,v2,,0.760630,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MACE,KS,v2,,0.173223,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolAE,Spearman,v2,,0.038868,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolAE,Kendall,v2,,0.025923,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolAE,CKA,v2,,0.031395,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolAE,isoR2,v2,,0.003183,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolAE,EJS,v2,,0.295529,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolAE,EJS_ROCAUC,v2,,0.545296,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolAE,KS,v2,,0.325364,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolSpectra,Spearman,v2,,0.022909,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolSpectra,Kendall,v2,,0.015279,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolSpectra,CKA,v2,,0.013705,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolSpectra,isoR2,v2,,0.001810,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolSpectra,EJS,v2,,0.271520,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolSpectra,EJS_ROCAUC,v2,,0.526507,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,MolSpectra,KS,v2,,0.261547,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,UniMol,Spearman,v2,,0.042610,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,UniMol,Kendall,v2,,0.028420,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,UniMol,CKA,v2,,0.032049,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,UniMol,isoR2,v2,,0.003165,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,UniMol,EJS,v2,,0.303481,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,UniMol,EJS_ROCAUC,v2,,0.549794,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
3,UniMol,KS,v2,,0.301884,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,Spearman:mean,v2,,0.026068,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,Spearman:ci95,v2,,0.001085,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,Kendall:mean,v2,,0.018248,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,Kendall:ci95,v2,,0.000751,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,CKA:mean,v2,,0.016007,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,CKA:ci95,v2,,0.000732,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,isoR2:mean,v2,,0.002812,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,isoR2:ci95,v2,,0.000145,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,EJS(0.1sigma):mean,v2,,0.150929,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,EJS(0.1sigma):ci95,v2,,0.005522,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,EJS(0.5sigma):mean,v2,,0.154680,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,EJS(0.5sigma):ci95,v2,,0.005623,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,EJS(1sigma):mean,v2,,0.161898,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,EJS(1sigma):ci95,v2,,0.005840,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,EJS(2sigma):mean,v2,,0.184661,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,EJS(2sigma):ci95,v2,,0.006718,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,EJS(3sigma):mean,v2,,0.219369,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,EJS(3sigma):ci95,v2,,0.008872,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,ROC_AUC:mean,v2,,0.531304,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,ROC_AUC:ci95,v2,,0.001400,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,KS:mean,v2,,0.530219,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,E3FP,KS:ci95,v2,,0.008080,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,Spearman:mean,v2,,0.013975,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,Spearman:ci95,v2,,0.000781,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,Kendall:mean,v2,,0.009319,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,Kendall:ci95,v2,,0.000520,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,CKA:mean,v2,,0.009316,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,CKA:ci95,v2,,0.000441,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,isoR2:mean,v2,,0.000924,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,isoR2:ci95,v2,,0.000065,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,EJS(0.1sigma):mean,v2,,0.250330,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,EJS(0.1sigma):ci95,v2,,0.000028,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,EJS(0.5sigma):mean,v2,,0.252497,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,EJS(0.5sigma):ci95,v2,,0.000171,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,EJS(1sigma):mean,v2,,0.256485,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,EJS(1sigma):ci95,v2,,0.000432,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,EJS(2sigma):mean,v2,,0.267582,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,EJS(2sigma):ci95,v2,,0.001228,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,EJS(3sigma):mean,v2,,0.282903,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,EJS(3sigma):ci95,v2,,0.003169,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,ROC_AUC:mean,v2,,0.515996,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,ROC_AUC:ci95,v2,,0.000930,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,KS:mean,v2,,0.186257,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,FMG,KS:ci95,v2,,0.002900,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,Spearman:mean,v2,,0.077526,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,Spearman:ci95,v2,,0.002243,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,Kendall:mean,v2,,0.051798,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,Kendall:ci95,v2,,0.001504,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,CKA:mean,v2,,0.041768,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,CKA:ci95,v2,,0.001230,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,isoR2:mean,v2,,0.012737,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,isoR2:ci95,v2,,0.000859,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,EJS(0.1sigma):mean,v2,,0.252056,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,EJS(0.1sigma):ci95,v2,,0.000070,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,EJS(0.5sigma):mean,v2,,0.263785,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,EJS(0.5sigma):ci95,v2,,0.000468,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,EJS(1sigma):mean,v2,,0.286809,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,EJS(1sigma):ci95,v2,,0.001253,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,EJS(2sigma):mean,v2,,0.359672,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,EJS(2sigma):ci95,v2,,0.003771,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,EJS(3sigma):mean,v2,,0.456857,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,EJS(3sigma):ci95,v2,,0.007447,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,ROC_AUC:mean,v2,,0.591777,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,ROC_AUC:ci95,v2,,0.002668,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,KS:mean,v2,,0.159024,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,GemNet,KS:ci95,v2,,0.003895,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,Spearman:mean,v2,,0.236143,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,Spearman:ci95,v2,,0.002361,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,Kendall:mean,v2,,0.159639,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,Kendall:ci95,v2,,0.001625,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,CKA:mean,v2,,0.175913,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,CKA:ci95,v2,,0.001936,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,isoR2:mean,v2,,0.083043,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,isoR2:ci95,v2,,0.001556,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,EJS(0.1sigma):mean,v2,,0.255564,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,EJS(0.1sigma):ci95,v2,,0.000084,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,EJS(0.5sigma):mean,v2,,0.287487,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,EJS(0.5sigma):ci95,v2,,0.000562,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,EJS(1sigma):mean,v2,,0.353460,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,EJS(1sigma):ci95,v2,,0.001528,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,EJS(2sigma):mean,v2,,0.583026,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,EJS(2sigma):ci95,v2,,0.004338,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,EJS(3sigma):mean,v2,,0.849128,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,EJS(3sigma):ci95,v2,,0.005353,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,ROC_AUC:mean,v2,,0.760630,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,ROC_AUC:ci95,v2,,0.002222,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,KS:mean,v2,,0.173223,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MACE,KS:ci95,v2,,0.003402,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,Spearman:mean,v2,,0.038868,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,Spearman:ci95,v2,,0.001260,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,Kendall:mean,v2,,0.025923,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,Kendall:ci95,v2,,0.000840,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,CKA:mean,v2,,0.031395,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,CKA:ci95,v2,,0.001029,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,isoR2:mean,v2,,0.003183,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,isoR2:ci95,v2,,0.000162,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,EJS(0.1sigma):mean,v2,,0.250940,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,EJS(0.1sigma):ci95,v2,,0.000043,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,EJS(0.5sigma):mean,v2,,0.256201,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,EJS(0.5sigma):ci95,v2,,0.000277,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,EJS(1sigma):mean,v2,,0.266207,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,EJS(1sigma):ci95,v2,,0.000713,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,EJS(2sigma):mean,v2,,0.295529,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,EJS(2sigma):ci95,v2,,0.002003,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,EJS(3sigma):mean,v2,,0.331006,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,EJS(3sigma):ci95,v2,,0.004616,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,ROC_AUC:mean,v2,,0.545296,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,ROC_AUC:ci95,v2,,0.001443,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,KS:mean,v2,,0.325364,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolAE,KS:ci95,v2,,0.003224,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,Spearman:mean,v2,,0.022909,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,Spearman:ci95,v2,,0.001254,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,Kendall:mean,v2,,0.015279,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,Kendall:ci95,v2,,0.000836,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,CKA:mean,v2,,0.013705,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,CKA:ci95,v2,,0.000523,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,isoR2:mean,v2,,0.001810,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,isoR2:ci95,v2,,0.000164,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,EJS(0.1sigma):mean,v2,,0.250465,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,EJS(0.1sigma):ci95,v2,,0.000041,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,EJS(0.5sigma):mean,v2,,0.253109,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,EJS(0.5sigma):ci95,v2,,0.000268,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,EJS(1sigma):mean,v2,,0.258028,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,EJS(1sigma):ci95,v2,,0.000686,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,EJS(2sigma):mean,v2,,0.271520,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,EJS(2sigma):ci95,v2,,0.001857,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,EJS(3sigma):mean,v2,,0.290743,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,EJS(3sigma):ci95,v2,,0.004092,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,ROC_AUC:mean,v2,,0.526507,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,ROC_AUC:ci95,v2,,0.001402,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,KS:mean,v2,,0.261547,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
6,MolSpectra,KS:ci95,v2,,0.006749,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
7,all,jumps(0.1sigma):mean,v2,,1836048.939000,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
7,all,jumps(0.1sigma):ci95,v2,,156.743292,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
7,all,jumps(0.5sigma):mean,v2,,1218701.243000,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
7,all,jumps(0.5sigma):ci95,v2,,625.179967,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
7,all,jumps(1sigma):mean,v2,,620312.428000,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
7,all,jumps(1sigma):ci95,v2,,591.198447,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
7,all,jumps(2sigma):mean,v2,,94275.340000,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
7,all,jumps(2sigma):ci95,v2,,163.304862,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
7,all,jumps(3sigma):mean,v2,,7494.103000,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
7,all,jumps(3sigma):ci95,v2,,105.603263,0.001,v2 metric definitions (docs/metrics/energy.md); no published counterpart
